"CustomerID","Title","FirstName","MiddleName","LastName","Suffix","AddressLine1","AddressLine2","City","StateProvinceName","CountryRegionName","PostalCode","PhoneNumber","BirthDate","Education","Occupation","Gender","MaritalStatus","HomeOwnerFlag","NumberCarsOwned","NumberChildrenAtHome","TotalChildren","YearlyIncome","LastUpdated","BikeBuyer","AvgMonthSpend","Age","clustering"
11048,"NULL","Jeremy","NULL","Powell","NULL","1803 Potomac Dr.","NULL","Sunbury","Victoria","Australia","3429","1 (11) 500 555-0183",1970-11-22,"High School","Skilled Manual","M","M",1,2,1,2,53955,"2017-03-06",1,55.4,54,"3"
11049,"NULL","Carol","C","Rai","NULL","6064 Madrid","NULL","Chula Vista","California","United States","91910","654-555-0180",2000-07-18,"Partial High School","Skilled Manual","F","S",0,1,0,0,54764,"2017-03-06",0,50.69,24,"2"
11050,"NULL","Alan","NULL","Zheng","NULL","2741 Gainborough Dr.","NULL","Hobart","Tasmania","Australia","7001","1 (11) 500 555-0135",1971-09-07,"High School","Skilled Manual","M","M",1,0,1,2,51710,"2017-03-06",1,59.26,53,"3"
11051,"NULL","Daniel","NULL","Johnson","NULL","8085 Sunnyvale Avenue","NULL","Caloundra","Queensland","Australia","4551","1 (11) 500 555-0155",1971-08-04,"High School","Clerical","M","S",1,0,0,0,86263,"2017-03-06",1,56.83,53,"1"
11052,"NULL","Heidi","NULL","Lopez","NULL","2514 Via Cordona","NULL","Matraville","New South Wales","Australia","2036","1 (11) 500 555-0168",1971-08-07,"Partial College","Clerical","F","S",1,2,0,0,81239,"2017-03-06",1,54.07,53,"2"
11053,"NULL","Ana","E","Price","NULL","1660 Stonyhill Circle","NULL","San Diego","California","United States","92102","859-555-0113",2000-08-20,"Partial College","Management","F","M",0,1,0,0,103734,"2017-03-06",0,51.36,24,"2"
11054,"NULL","Deanna","NULL","Munoz","NULL","5825 B Way","NULL","Geelong","Victoria","Australia","3220","1 (11) 500 555-0192",1972-03-10,"Partial College","Manual","F","M",1,0,0,2,31293,"2017-03-06",1,46.27,52,"3"
11055,"NULL","Gilbert","NULL","Raje","NULL","8811 The Trees Dr.","NULL","East Brisbane","Queensland","Australia","4169","1 (11) 500 555-0129",1972-03-05,"Partial College","Clerical","M","M",1,3,1,2,78873,"2017-03-06",1,60.61,52,"1"
11056,"NULL","Michele","L","Nath","NULL","5464 Janin Pl.","NULL","Newcastle","New South Wales","Australia","2300","1 (11) 500 555-0178",1973-04-03,"Partial College","Management","F","M",1,3,1,2,105087,"2017-03-06",1,51.69,51,"3"
11057,"NULL","Carl","J","Andersen","NULL","6930 Lake Nadine Place","NULL","Lane Cove","New South Wales","Australia","1597","1 (11) 500 555-0181",1973-10-12,"Graduate Degree","Clerical","M","M",1,1,0,2,85472,"2017-03-06",1,58.92,51,"1"
11058,"NULL","Marc","NULL","Diaz","NULL","6645 Sinaloa","NULL","Findon","South Australia","Australia","5023","1 (11) 500 555-0149",1974-04-27,"Partial College","Manual","M","M",1,0,0,1,32309,"2017-03-06",0,51.73,50,"3"
11059,"NULL","Ashlee","J","Andersen","NULL","8255 Highland Road","NULL","Townsville","Queensland","Australia","4810","1 (11) 500 555-0112",1974-04-01,"Partial College","Manual","F","S",0,1,0,0,33971,"2017-03-06",0,48.85,50,"2"
11060,"NULL","Jon","L","Zhou","NULL","6574 Hemlock Ave.","NULL","Warrnambool","Victoria","Australia","3280","1 (11) 500 555-0174",1974-03-17,"Partial College","Skilled Manual","M","M",1,1,0,2,55990,"2017-03-06",0,57.74,50,"3"
11061,"NULL","Todd","M","Gao","NULL","8808 Geneva Ave","NULL","Gold Coast","Queensland","Australia","4217","1 (11) 500 555-0191",1974-02-27,"Partial College","Clerical","M","M",1,1,1,2,78473,"2017-03-06",1,56.09,50,"1"
11062,"NULL","Noah","D","Powell","NULL","9794 Marion Ct","NULL","Portland","Oregon","United States","97205","767-555-0113",1995-09-02,"High School","Skilled Manual","M","M",0,1,0,0,51473,"2017-03-06",0,48.44,29,"2"
11063,"NULL","Angela","NULL","Murphy","NULL","4927 Virgil Street","# 21","Redmond","Washington","United States","98052","451-555-0162",1995-04-07,"High School","Skilled Manual","F","S",0,0,0,0,56577,"2017-03-06",1,49.7,29,"2"
11064,"NULL","Chase","NULL","Reed","NULL","2721 Alexander Pl.","NULL","Downey","California","United States","90241","892-555-0184",1995-12-07,"High School","Skilled Manual","M","M",0,0,0,0,59516,"2017-03-06",0,48.65,29,"2"
11065,"NULL","Jessica","NULL","Henderson","NULL","9343 Ironwood Way","NULL","La Jolla","California","United States","92806","278-555-0186",1993-10-09,"Partial College","Skilled Manual","F","M",0,0,0,0,56880,"2017-03-06",0,48.75,31,"2"
11066,"NULL","Grace","T","Butler","NULL","4739 Garden Ave.","NULL","Lebanon","Oregon","United States","97355","712-555-0141",1993-11-27,"Partial College","Management","F","M",1,3,0,0,111100,"2017-03-06",1,50.95,31,"3"
11067,"NULL","Caleb","F","Carter","NULL","9563 Pennsylvania Blvd.","NULL","Port Orchard","Washington","United States","98366","944-555-0167",1996-09-25,"Partial College","Skilled Manual","M","S",0,0,0,0,52185,"2017-03-06",0,50.49,28,"2"
11068,"NULL","Tiffany","NULL","Liang","NULL","3608 Sinclair Avenue","# 701","Warrnambool","Victoria","Australia","3280","1 (11) 500 555-0177",1975-09-23,"High School","Skilled Manual","F","S",1,1,0,0,55895,"2017-03-06",0,48.38,49,"2"
11069,"NULL","Carolyn","NULL","Navarro","NULL","4606 Springwood Court","NULL","Gold Coast","Queensland","Australia","4217","1 (11) 500 555-0145",1975-09-21,"High School","Clerical","F","S",1,1,0,0,82471,"2017-03-06",0,51.12,49,"2"
11070,"NULL","Willie","T","Raji","NULL","6260 Vernal Drive","NULL","Sunbury","Victoria","Australia","3429","1 (11) 500 555-0151",1975-04-05,"High School","Manual","M","M",1,1,0,2,35987,"2017-03-06",1,48.56,49,"1"
11071,"NULL","Linda","NULL","Serrano","NULL","9808 Shaw Rd.","NULL","Hawthorne","Queensland","Australia","4171","1 (11) 500 555-0130",1975-06-26,"High School","Skilled Manual","F","S",1,1,0,0,57976,"2017-03-06",0,52.39,49,"2"
11072,"NULL","Casey","NULL","Luo","NULL","9513 Roslyn Drive","NULL","St. Leonards","New South Wales","Australia","2065","1 (11) 500 555-0125",1975-02-06,"High School","Clerical","F","S",1,1,0,0,81630,"2017-03-06",0,52.88,50,"2"
11073,"NULL","Amy","NULL","Ye","NULL","2262 Kirkwood Ct.","NULL","Springwood","New South Wales","Australia","2777","1 (11) 500 555-0185",1976-08-14,"High School","Clerical","F","S",1,3,0,0,85657,"2017-03-06",1,50.22,48,"2"
11074,"NULL","Levi","A","Arun","NULL","4661 Bluetail","NULL","Cloverdale","South Australia","Australia","6105","1 (11) 500 555-0127",1976-08-28,"High School","Manual","M","S",0,0,0,0,34830,"2017-03-06",1,50.5,48,"2"
11075,"NULL","Felicia","L","Jimenez","NULL","786 Eastgate Ave","NULL","Bendigo","Victoria","Australia","3550","1 (11) 500 555-0165",1977-11-16,"High School","Skilled Manual","F","S",1,2,0,0,53084,"2017-03-06",0,48.19,47,"2"
11076,"NULL","Blake","NULL","Anderson","NULL","5436 Clear","# 101","Wollongong","New South Wales","Australia","2500","1 (11) 500 555-0113",1977-07-13,"High School","Manual","M","S",0,0,0,0,25963,"2017-03-06",0,46.94,47,"2"
11077,"NULL","Leah","NULL","Ye","NULL","1291 Arguello Blvd.","NULL","Melton","Victoria","Australia","3337","1 (11) 500 555-0154",1977-09-19,"High School","Manual","F","S",0,0,0,0,29092,"2017-03-06",0,47.47,47,"2"
11078,"NULL","Gina","E","Martin","NULL","1349 Sol St.","NULL","Cliffside","British Columbia","Canada","V8Y 1L1","196-555-0114",1994-01-10,"High School","Clerical","F","S",0,3,0,0,83588,"2017-03-06",1,53.88,31,"2"
11079,"NULL","Donald","NULL","Gonzalez","NULL","4236 Malibu Place","NULL","Geelong","Victoria","Australia","3220","1 (11) 500 555-0137",1979-03-11,"Graduate Degree","Management","M","S",1,2,0,0,106137,"2017-03-06",1,60.31,45,"1"
11080,"NULL","Damien","NULL","Chander","NULL","9941 Stonehedge Dr.","NULL","Perth","South Australia","Australia","6006","1 (11) 500 555-0111",1979-07-17,"Graduate Degree","Manual","M","M",1,1,1,2,31855,"2017-03-06",1,52.59,45,"1"
11081,"NULL","Savannah","C","Baker","NULL","1210 Trafalgar Circle","NULL","Concord","California","United States","94519","478-555-0117",1986-07-24,"Bachelors","Clerical","F","M",1,2,0,1,84153,"2017-03-06",1,49.97,38,"1"
11082,"NULL","Angela","L","Butler","NULL","6040 Listing Ct","NULL","Fremont","California","United States","94536","579-555-0195",1986-08-04,"Graduate Degree","Professional","F","S",1,2,0,0,128124,"2017-03-06",0,55.68,38,"2"
11083,"NULL","Alyssa","F","Cox","NULL","867 La Orinda Place","NULL","Lincoln Acres","California","United States","91950","561-555-0140",1986-03-15,"Graduate Degree","Clerical","F","M",1,0,0,2,83447,"2017-03-06",0,49.63,38,"1"
11084,"NULL","Lucas","NULL","Phillips","NULL","8668 St. Celestine Court","NULL","Lebanon","Oregon","United States","97355","863-555-0172",1977-09-12,"Partial High School","Manual","M","S",0,0,0,0,35956,"2017-03-06",0,57.73,47,"2"
11085,"NULL","Emily","NULL","Johnson","NULL","7926 Stephanie Way","NULL","Newport Beach","California","United States","92625","850-555-0184",1977-07-19,"High School","Clerical","F","S",1,0,0,0,83357,"2017-03-06",1,52.06,47,"2"
11086,"NULL","Ryan","NULL","Brown","NULL","2939 Wesley Ct.","NULL","Santa Monica","California","United States","90401","539-555-0198",1977-12-23,"Partial College","Clerical","M","M",1,2,0,2,84759,"2017-03-06",1,50.33,47,"1"
11087,"NULL","Tamara","L","Liang","NULL","3791 Rossmor Parkway","NULL","Chula Vista","California","United States","91910","178-555-0152",1977-10-03,"Partial College","Clerical","F","M",1,3,1,2,79431,"2017-03-06",1,53.11,47,"3"
11088,"NULL","Hunter","NULL","Davis","NULL","4308 Sand Pointe Lane","NULL","San Diego","California","United States","92102","612-555-0141",1977-11-25,"Bachelors","Skilled Manual","M","M",1,2,1,2,60084,"2017-03-06",1,53.5,47,"1"
11089,"NULL","Abigail","M","Price","NULL","2685 Blackburn Ct","NULL","Long Beach","California","United States","90802","532-555-0117",1977-02-05,"Bachelors","Clerical","F","S",1,0,0,0,84873,"2017-03-06",0,51.95,48,"1"
11090,"NULL","Trevor","NULL","Bryant","NULL","5781 Sharon Dr.","NULL","Los Angeles","California","United States","90012","853-555-0174",1977-12-17,"Partial College","Manual","M","S",0,0,0,0,33177,"2017-03-06",1,53.63,47,"2"
11091,"NULL","Dalton","NULL","Perez","NULL","6083 San Jose","NULL","Haney","British Columbia","Canada","V2W 1W2","559-555-0115",1977-04-04,"Partial College","Clerical","M","M",1,0,1,2,84210,"2017-03-06",1,55.46,47,"1"
11092,"NULL","Cheryl","A","Diaz","NULL","7297 Kaywood Drive","NULL","East Brisbane","Queensland","Australia","4169","1 (11) 500 555-0192",1987-05-06,"Bachelors","Clerical","F","M",1,2,1,1,77749,"2017-03-06",1,53.67,37,"1"
11093,"NULL","Aimee","A","He","NULL","1833 Olympic Drive","NULL","Wollongong","New South Wales","Australia","2500","1 (11) 500 555-0161",1987-09-10,"Graduate Degree","Management","F","M",1,2,1,2,108831,"2017-03-06",1,51.97,37,"3"
11094,"NULL","Cedric","W","Ma","NULL","3407 Oak Brook Place","NULL","Cranbourne","Victoria","Australia","3977","1 (11) 500 555-0115",1982-04-01,"Partial College","Clerical","M","S",1,1,0,0,82971,"2017-03-06",0,57.44,42,"1"
11095,"NULL","Chad","NULL","Kumar","NULL","1681 Lighthouse Way","NULL","Port Macquarie","New South Wales","Australia","2444","1 (11) 500 555-0151",1982-09-01,"Partial College","Manual","M","S",0,0,0,0,30695,"2017-03-06",1,54.64,42,"2"
11096,"NULL","Andrés","NULL","Anand","NULL","5423 Los Gatos Ct.","NULL","North Sydney","New South Wales","Australia","2055","1 (11) 500 555-0184",1982-08-10,"Bachelors","Skilled Manual","M","M",1,1,1,1,55719,"2017-03-06",1,56.22,42,"1"
11097,"NULL","Edwin","R","Nara","NULL","719 William Way","NULL","Warrnambool","Victoria","Australia","3280","1 (11) 500 555-0112",1981-10-27,"Partial College","Clerical","M","M",1,3,0,1,82787,"2017-03-06",0,49.5,43,"1"
11098,"NULL","Mallory","S","Rubio","NULL","6452 Harris Circle","NULL","Rhodes","New South Wales","Australia","2138","1 (11) 500 555-0157",1981-05-01,"Partial College","Clerical","F","S",1,2,0,0,81108,"2017-03-06",1,53.26,43,"2"
11099,"NULL","Adam","NULL","Ross","NULL","4378 Westminster Place","NULL","Port Macquarie","New South Wales","Australia","2444","1 (11) 500 555-0186",1981-03-08,"Bachelors","Manual","M","M",1,1,1,2,37205,"2017-03-06",1,54.41,43,"1"
11100,"NULL","Latasha","L","Navarro","NULL","6954 Ranch Road","NULL","Cloverdale","South Australia","Australia","6105","1 (11) 500 555-0123",1980-09-15,"Partial College","Management","F","S",1,2,0,0,112092,"2017-03-06",0,54.33,44,"2"
11101,"NULL","Abby","L","Sai","NULL","7074 N. Spoonwood Court","NULL","Cranbourne","Victoria","Australia","3977","1 (11) 500 555-0174",1985-05-08,"Bachelors","Professional","F","S",1,2,0,0,136373,"2017-03-06",1,56.31,39,"2"
11102,"NULL","Julia","L","Nelson","NULL","2196 Coat Ct.","NULL","Sydney","New South Wales","Australia","1002","1 (11) 500 555-0124",1985-04-21,"Bachelors","Management","F","S",1,0,0,0,101932,"2017-03-06",0,52.4,39,"2"
11103,"NULL","Cassie","NULL","Chande","NULL","9448 San Marino Ct.","NULL","Darlinghurst","New South Wales","Australia","2010","1 (11) 500 555-0166",1984-10-17,"Bachelors","Clerical","F","S",0,2,0,0,85828,"2017-03-06",1,51.4,40,"2"
11104,"NULL","Edgar","A","Sara","NULL","6127 Lilly Lane","NULL","Gold Coast","Queensland","Australia","4217","1 (11) 500 555-0125",1984-03-11,"Bachelors","Skilled Manual","M","M",1,1,0,2,55670,"2017-03-06",0,48.55,40,"1"
11105,"NULL","Candace","NULL","Fernandez","NULL","5029 Blue Ridge","NULL","Matraville","New South Wales","Australia","2036","1 (11) 500 555-0162",1984-12-28,"Bachelors","Management","F","S",1,2,0,0,103689,"2017-03-07",1,52.41,40,"2"
11106,"NULL","Jessie","NULL","Liu","NULL","3063 Blue Jay Drive","NULL","Warrnambool","Victoria","Australia","3280","1 (11) 500 555-0163",1984-09-11,"Bachelors","Skilled Manual","M","S",0,2,0,0,53054,"2017-03-06",1,54.27,40,"2"
11107,"NULL","Bianca","NULL","Lin","NULL","7530 Eola","NULL","St. Leonards","New South Wales","Australia","2065","1 (11) 500 555-0121",1979-09-09,"Bachelors","Management","F","M",1,2,1,2,102329,"2017-03-06",1,51.94,45,"1"
11108,"NULL","Kari","C","Alvarez","NULL","9178 Thornhill Place","NULL","Port Macquarie","New South Wales","Australia","2444","1 (11) 500 555-0169",1983-07-14,"Bachelors","Clerical","F","S",0,1,0,0,80780,"2017-03-06",0,53.27,41,"2"
11109,"NULL","Ruben","D","Kapoor","NULL","1984 Glendale Circle","NULL","South Melbourne","Victoria","Australia","3205","1 (11) 500 555-0132",1983-11-05,"Bachelors","Manual","M","S",0,0,0,0,35715,"2017-03-06",0,53.08,41,"2"
11110,"NULL","Curtis","NULL","Yang","NULL","4052 Mt. Wilson Way","NULL","Darlinghurst","New South Wales","Australia","2010","1 (11) 500 555-0127",1982-06-06,"Partial College","Management","M","M",1,1,0,2,105473,"2017-03-06",0,58.91,42,"1"
11111,"NULL","Meredith","T","Gutierrez","NULL","7610 Northridge Ct.","NULL","Geelong","Victoria","Australia","3220","1 (11) 500 555-0179",1982-02-23,"Partial College","Clerical","F","M",1,1,2,2,77408,"2017-03-06",1,52.4,43,"3"
